name,rating,price,transactions,id,alias,image_url,is_closed,url,review_count,categories,phone,display_phone,distance,coordinates.latitude,coordinates.longitude,location.address1,location.address2,location.address3,location.city,location.zip_code,location.country,location.state,location.display_address
Tlayuda L.A. Restaurant,4.5,$$,"['delivery', 'pickup']",Lop79P2KM9zFUCCaBYz6zA,tlayuda-l-a-restaurant-los-angeles-6,https://s3-media1.fl.yelpcdn.com/bphoto/g0x_XhpiHjOeVWETk9Oc3A/o.jpg,False,https://www.yelp.com/biz/tlayuda-l-a-restaurant-los-angeles-6?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,871,"[{'alias': 'mexican', 'title': 'Mexican'}]",12132614667.0,(213) 261-4667,3447.430781830172,34.0906351,-118.307928,5450 Santa Monica Blvd,,,Los Angeles,90029,US,CA,"['5450 Santa Monica Blvd', 'Los Angeles, CA 90029']"
Cara Cara,4.0,,[],VndWkH3-0P1c23BZiuuAbg,cara-cara-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/UU2Ps2rJtgWDIzqFyG6YHw/o.jpg,False,https://www.yelp.com/biz/cara-cara-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,557,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",12138061027.0,(213) 806-1027,6271.524036522017,34.039352,-118.258888,1100 S Broadway,,,Los Angeles,90015,US,CA,"['1100 S Broadway', 'Los Angeles, CA 90015']"
Saikai Ramen Bar,4.5,$$,"['delivery', 'pickup']",oUfPbdzIC1U3TyfeRR-SSg,saikai-ramen-bar-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/T9gAOoOmGXA5dsIbxBen9g/o.jpg,False,https://www.yelp.com/biz/saikai-ramen-bar-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,326,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'izakaya', 'title': 'Izakaya'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",13233786518.0,(323) 378-6518,1834.989853253088,34.07493,-118.3095,209 N Western Ave,Unit B,,Los Angeles,90004,US,CA,"['209 N Western Ave', 'Unit B', 'Los Angeles, CA 90004']"
Chuncheon Dakgalbi Donghae Makguksu 2,4.0,,[],ggSWm7VIo3pKxHFv7Qxoiw,chuncheon-dakgalbi-donghae-makguksu-2-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/Gxz-x_7HN9_VgES5U1PdJQ/o.jpg,False,https://www.yelp.com/biz/chuncheon-dakgalbi-donghae-makguksu-2-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,58,"[{'alias': 'korean', 'title': 'Korean'}]",,,1926.5950344339976,34.064012,-118.300574,3601 W 6th St,,,Los Angeles,90020,US,CA,"['3601 W 6th St', 'Los Angeles, CA 90020']"
Tu Madre - West Hollywood,4.0,$$,"['delivery', 'pickup']",PLfZ1ACQRAC1bgOTzS5rBA,tu-madre-west-hollywood-west-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/VyH9r9P2cs6KMol4FpC2JA/o.jpg,False,https://www.yelp.com/biz/tu-madre-west-hollywood-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,952,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",13239224826.0,(323) 922-4826,5070.205812495865,34.091274,-118.36317,1111 N Hayworth Ave,,,West Hollywood,90046,US,CA,"['1111 N Hayworth Ave', 'West Hollywood, CA 90046']"
ixlb DimSum Eats- Hollywood ,4.5,$$,"['delivery', 'pickup']",6b1Kud4nDwsqw1kILxI9ZQ,ixlb-dimsum-eats-hollywood-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/RT9N-01B3V9V9n23XHnIQA/o.jpg,False,https://www.yelp.com/biz/ixlb-dimsum-eats-hollywood-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,977,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'hkcafe', 'title': 'Hong Kong Style Cafe'}]",13238484766.0,(323) 848-4766,4016.1517539770457,34.09779,-118.3183,5900 Sunset Blvd,,,Los Angeles,90028,US,CA,"['5900 Sunset Blvd', 'Los Angeles, CA 90028']"
Found Oyster,4.5,,['delivery'],U0-5DL9r3JJk6Vn7E2XK8A,found-oyster-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/WsKx3uNNR6oN20Lm73dTfg/o.jpg,False,https://www.yelp.com/biz/found-oyster-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,346,"[{'alias': 'seafood', 'title': 'Seafood'}]",,,4410.038165658063,34.095237,-118.295817,4880 Fountain Ave,,,Los Angeles,90029,US,CA,"['4880 Fountain Ave', 'Los Angeles, CA 90029']"
Tita Lina’s,5.0,$$,[],-dmFlY8oohLiep_sexSMSg,tita-lina-s-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/BalIhuuUZt3yNlqfhhFJTA/o.jpg,False,https://www.yelp.com/biz/tita-lina-s-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,50,"[{'alias': 'filipino', 'title': 'Filipino'}]",12136747572.0,(213) 674-7572,4460.005640593472,34.07223538659772,-118.274630116813,2532 W Temple St,,,Los Angeles,90026,US,CA,"['2532 W Temple St', 'Los Angeles, CA 90026']"
Seong Buk Dong,4.0,$$,"['delivery', 'pickup']",Dnn4_XmzQxOFNpnqh7KyWg,seong-buk-dong-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/f4mko6apjVjPQ5MTJgcR-w/o.jpg,False,https://www.yelp.com/biz/seong-buk-dong-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1292,"[{'alias': 'korean', 'title': 'Korean'}]",12137388977.0,(213) 738-8977,2498.043661001309,34.0637349,-118.2943728,3303 W 6th St,,,Los Angeles,90020,US,CA,"['3303 W 6th St', 'Los Angeles, CA 90020']"
Baekjeong - Los Angeles,4.5,$$$,"['delivery', 'pickup']",qAAoilHU25Qr45FOQlA19g,baekjeong-los-angeles-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/jVkcP9TNp9MC7qkLXZk49g/o.jpg,False,https://www.yelp.com/biz/baekjeong-los-angeles-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,5030,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'korean', 'title': 'Korean'}]",12133849678.0,(213) 384-9678,2228.298666540923,34.06375298900917,-118.29728290552232,3465 W 6th St,Ste 20,,Los Angeles,90020,US,CA,"['3465 W 6th St', 'Ste 20', 'Los Angeles, CA 90020']"
Chris N’ Eddy’s,4.5,$$,"['delivery', 'pickup']",aOvUcX4sZEm8BYDkp_561w,chris-n-eddy-s-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/sz-wTODk_N7cAKiRwdcdNA/o.jpg,False,https://www.yelp.com/biz/chris-n-eddy-s-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,465,"[{'alias': 'burgers', 'title': 'Burgers'}]",13235443600.0,(323) 544-3600,4197.584319867603,34.098417,-118.310742,5539 Sunset Blvd,,,Los Angeles,90028,US,CA,"['5539 Sunset Blvd', 'Los Angeles, CA 90028']"
JAPAN HOUSE Los Angeles,4.5,,[],83oQyBcqUqSS0H5tF_KlTg,japan-house-los-angeles-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/c05SvIuTC4lRNtbD1gE59w/o.jpg,False,https://www.yelp.com/biz/japan-house-los-angeles-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,74,"[{'alias': 'culturalcenter', 'title': 'Cultural Center'}, {'alias': 'artmuseums', 'title': 'Art Museums'}, {'alias': 'popuprestaurants', 'title': 'Pop-Up Restaurants'}]",18005160565.0,(800) 516-0565,4843.713990740507,34.102393461559615,-118.34005046511652,6801 Hollywood Blvd,,,Los Angeles,90028,US,CA,"['6801 Hollywood Blvd', 'Los Angeles, CA 90028']"
Chi Chi,4.5,,[],zBislTa0HO756Q-G_1pTwg,chi-chi-los-angeles-5,https://s3-media1.fl.yelpcdn.com/bphoto/36qyqhKdyT3mnIaHmsDmJA/o.jpg,False,https://www.yelp.com/biz/chi-chi-los-angeles-5?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,95,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bars', 'title': 'Bars'}]",12139150033.0,(213) 915-0033,2535.6042198688406,34.06343417761689,-118.2938987459401,610 S Berendo St,,,Los Angeles,90010,US,CA,"['610 S Berendo St', 'Los Angeles, CA 90010']"
Kazan,4.0,$$$,"['delivery', 'pickup']",a06PI6D0bF9agRDaOzafpw,kazan-beverly-hills,https://s3-media2.fl.yelpcdn.com/bphoto/AOqdvGG-FcEein-VwgymAg/o.jpg,False,https://www.yelp.com/biz/kazan-beverly-hills?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,345,"[{'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'ramen', 'title': 'Ramen'}]",14245129101.0,(424) 512-9101,5139.485728292553,34.06796,-118.3766,111 N La Cienega Blvd,,,Beverly Hills,90211,US,CA,"['111 N La Cienega Blvd', 'Beverly Hills, CA 90211']"
Mirate,4.0,,[],fLs0ykxe4Iw1_3htMWqcTQ,mirate-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/eTgtZFV3dInYkJphunu4iw/o.jpg,False,https://www.yelp.com/biz/mirate-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,479,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",13236497937.0,(323) 649-7937,5271.153621904691,34.102202908406284,-118.29164025136004,1712 N Vermont Ave,,,Los Angeles,90027,US,CA,"['1712 N Vermont Ave', 'Los Angeles, CA 90027']"
Casablanca Moroccan kitchens,4.5,,"['delivery', 'pickup', 'restaurant_reservation']",dNxZ53R6QUYOFtd2q0-S2Q,casablanca-moroccan-kitchens-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/45ogDJMwzOcxhYHUXl6JNw/o.jpg,False,https://www.yelp.com/biz/casablanca-moroccan-kitchens-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,476,"[{'alias': 'moroccan', 'title': 'Moroccan'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",13232724777.0,(323) 272-4777,3121.8355056717573,34.0837244,-118.3423348,6919 Melrose Ave,,,Los Angeles,90038,US,CA,"['6919 Melrose Ave', 'Los Angeles, CA 90038']"
Mr. T,4.5,$$$,[],LJEsTC6Juzr0lL-hla7nVw,mr-t-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/GV-rft-llEDFhQ-Z59sb2w/o.jpg,False,https://www.yelp.com/biz/mr-t-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,108,"[{'alias': 'french', 'title': 'French'}]",13109534934.0,(310) 953-4934,3582.846853137753,34.08865,-118.34291,953 N Sycamore Ave,,,Los Angeles,90038,US,CA,"['953 N Sycamore Ave', 'Los Angeles, CA 90038']"
Muraya,4.0,$$,"['delivery', 'pickup']",YpM5qRwt8uwC77WNZtGIfA,muraya-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/xudrofLYcIXXKPnosf-OSA/o.jpg,False,https://www.yelp.com/biz/muraya-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,169,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",13238560369.0,(323) 856-0369,1372.7119121015337,34.0736322,-118.3237649,125 N Larchmont Blvd,,,Los Angeles,90004,US,CA,"['125 N Larchmont Blvd', 'Los Angeles, CA 90004']"
Heng Heng Chicken Rice,4.5,$$,"['delivery', 'pickup']",hIGEvpwFSaHUmyjf8O-TzQ,heng-heng-chicken-rice-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/NK1k-3xr7aQ8lqxToYpdag/o.jpg,False,https://www.yelp.com/biz/heng-heng-chicken-rice-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,128,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'smokehouse', 'title': 'Smokehouse'}]",13233807875.0,(323) 380-7875,4607.719382708012,34.101624,-118.307997,5420 Hollywood Blvd,,,Los Angeles,90027,US,CA,"['5420 Hollywood Blvd', 'Los Angeles, CA 90027']"
The Kimbap,4.5,$,['delivery'],PlQjtbZKOw7exAUfrswhNQ,the-kimbap-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/fVigYgaazDzBa6S4_UOdng/o.jpg,False,https://www.yelp.com/biz/the-kimbap-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,820,"[{'alias': 'korean', 'title': 'Korean'}]",12133802174.0,(213) 380-2174,1303.2321027383846,34.06696,-118.30871,400 S Western Ave,Ste 102,,Los Angeles,90020,US,CA,"['400 S Western Ave', 'Ste 102', 'Los Angeles, CA 90020']"
Ruen Pair,4.0,$$,"['delivery', 'pickup']",UdpE_5k2c3zsGBFdcAjMGA,ruen-pair-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/B3hE4uJE3W-tL_xtXyMuxA/o.jpg,False,https://www.yelp.com/biz/ruen-pair-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2071,"[{'alias': 'thai', 'title': 'Thai'}]",13234660153.0,(323) 466-0153,4714.823953487673,34.10200275358421,-118.30550492521168,5257 Hollywood Blvd,,,Los Angeles,90027,US,CA,"['5257 Hollywood Blvd', 'Los Angeles, CA 90027']"
Openaire,3.5,$$$,"['delivery', 'pickup']",eCfyO7laigVXu5VnaPcdmQ,openaire-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/e2c0tp7C3ukhDEsisliN4A/o.jpg,False,https://www.yelp.com/biz/openaire-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1596,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",12133683065.0,(213) 368-3065,1854.6878869168584,34.06215,-118.30098,3515 Wilshire Blvd,Fl 2,,Los Angeles,90010,US,CA,"['3515 Wilshire Blvd', 'Fl 2', 'Los Angeles, CA 90010']"
LA Rose Cafe,4.0,$$,"['delivery', 'pickup']",cD57FLQ-v-brcFOLZ0X0cQ,la-rose-cafe-los-angeles-2,https://s3-media1.fl.yelpcdn.com/bphoto/AXkjOipI-I9B-vIZVay8Uw/o.jpg,False,https://www.yelp.com/biz/la-rose-cafe-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1201,"[{'alias': 'filipino', 'title': 'Filipino'}]",13236624024.0,(323) 662-4024,4615.531879558861,34.095634,-118.292729,4749 Fountain Ave,,,Los Angeles,90029,US,CA,"['4749 Fountain Ave', 'Los Angeles, CA 90029']"
Soulmate,4.0,$$$,[],jwCo4mgxtxf0hlyz6fNlzQ,soulmate-west-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/gp-LmLxSI3UW_pWUEGIh-Q/o.jpg,False,https://www.yelp.com/biz/soulmate-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,477,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",13107347764.0,(310) 734-7764,6344.041539190096,34.08172,-118.38582,631 N Robertson Blvd,,,West Hollywood,90069,US,CA,"['631 N Robertson Blvd', 'West Hollywood, CA 90069']"
Hoy-Ka Thai Restaurant,4.5,$$,"['delivery', 'pickup']",BzmbRSKGs56Yw2w2R12khw,hoy-ka-thai-restaurant-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/KC7NEeSA3rnnPVFDhCkZpg/o.jpg,False,https://www.yelp.com/biz/hoy-ka-thai-restaurant-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,2284,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",13234632979.0,(323) 463-2979,4029.0301226334113,34.09784367,-118.31833767,5908 Sunset Blvd,,,Los Angeles,90028,US,CA,"['5908 Sunset Blvd', 'Los Angeles, CA 90028']"
Louise's Trattoria - Larchmont,4.0,$$,"['pickup', 'delivery']",l5xPawJ1xui80qLKzGE5RA,louises-trattoria-larchmont-los-angeles-2,https://s3-media4.fl.yelpcdn.com/bphoto/GqZ07cr63lNcyiIeigwcxw/o.jpg,False,https://www.yelp.com/biz/louises-trattoria-larchmont-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,393,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'catering', 'title': 'Caterers'}, {'alias': 'pizza', 'title': 'Pizza'}]",13239629510.0,(323) 962-9510,1563.6127421362262,34.07567,-118.32328,232 N Larchmont Blvd,,,Los Angeles,90004,US,CA,"['232 N Larchmont Blvd', 'Los Angeles, CA 90004']"
Petit Trois,4.0,$$$,['delivery'],-ZcCFCdqMwOPXItB3REecA,petit-trois-los-angeles-15,https://s3-media1.fl.yelpcdn.com/bphoto/tn66WpnY_Ae7xyFY0iK5OQ/o.jpg,False,https://www.yelp.com/biz/petit-trois-los-angeles-15?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1179,"[{'alias': 'french', 'title': 'French'}]",13234688916.0,(323) 468-8916,2946.107407814329,34.084159,-118.338194,718 N Highland Ave,,,Los Angeles,90038,US,CA,"['718 N Highland Ave', 'Los Angeles, CA 90038']"
For The Win,4.5,$$,"['pickup', 'delivery']",qeVao2v6sl3ZWZvHv3Fujw,for-the-win-los-angeles,https://s3-media4.fl.yelpcdn.com/bphoto/EEvOIE3IUSk6IrUDOcvjNg/o.jpg,False,https://www.yelp.com/biz/for-the-win-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,830,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",13238712026.0,(323) 871-2026,4888.348582759461,34.10554105761543,-118.32496502331308,6221 Franklin Ave,,,Los Angeles,90028,US,CA,"['6221 Franklin Ave', 'Los Angeles, CA 90028']"
Beachwood Cafe,4.0,$$,"['pickup', 'delivery']",BMY_rFju6Lyg0g8Mj6atpQ,beachwood-cafe-los-angeles,https://s3-media2.fl.yelpcdn.com/bphoto/qCLF-euqxqbaCLpZ2CuNew/o.jpg,False,https://www.yelp.com/biz/beachwood-cafe-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,783,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",13238711717.0,(323) 871-1717,6482.651039705051,34.1199814,-118.32127,2695 N Beachwood Dr,,,Los Angeles,90068,US,CA,"['2695 N Beachwood Dr', 'Los Angeles, CA 90068']"
Saltie Girl,4.0,,[],90itAXJJDUg1nvaZ-WWtEA,saltie-girl-west-hollywood,https://s3-media2.fl.yelpcdn.com/bphoto/ov3C7tofC22Npdo6DuwehQ/o.jpg,False,https://www.yelp.com/biz/saltie-girl-west-hollywood?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,230,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",,,6362.952527976712,34.092576,-118.379496,8615 W Sunset Blvd,,,West Hollywood,90069,US,CA,"['8615 W Sunset Blvd', 'West Hollywood, CA 90069']"
Firefly,4.0,$$$,['pickup'],S3z6erO2TeljEc-dTPqc9Q,firefly-studio-city,https://s3-media4.fl.yelpcdn.com/bphoto/yTDw18BinfaE27KNfoW5qg/o.jpg,False,https://www.yelp.com/biz/firefly-studio-city?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,3201,"[{'alias': 'newamerican', 'title': 'New American'}, {'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",18187621833.0,(818) 762-1833,10809.755414814592,34.141468,-118.388418,11720 Ventura Blvd,,,Studio City,91604,US,CA,"['11720 Ventura Blvd', 'Studio City, CA 91604']"
New York's Chopped Cheese,4.5,,[],z77RF59UiHvPui3Xfxi5Pw,new-yorks-chopped-cheese-los-angeles-2,https://s3-media2.fl.yelpcdn.com/bphoto/dUFS-TYaE_S49Kl4kC9v-g/o.jpg,False,https://www.yelp.com/biz/new-yorks-chopped-cheese-los-angeles-2?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,40,"[{'alias': 'delis', 'title': 'Delis'}]",13232442644.0,(323) 244-2644,4022.702534306005,34.09772,-118.31918,1471 Tamarind Ave,,,Los Angeles,90028,US,CA,"['1471 Tamarind Ave', 'Los Angeles, CA 90028']"
The Sisters Cafe Vietnamese Asian Fusions,4.5,$$,"['pickup', 'delivery']",2XiO4xWGuSl5Bz1LQMQHQw,the-sisters-cafe-vietnamese-asian-fusions-los-angeles,https://s3-media1.fl.yelpcdn.com/bphoto/uyp_TDBP5RrzQ2DNUeSb1g/o.jpg,False,https://www.yelp.com/biz/the-sisters-cafe-vietnamese-asian-fusions-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,406,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",13233806599.0,(323) 380-6599,4028.0526801553806,34.097813,-118.318449,5910A W Sunset Blvd,,,Los Angeles,90028,US,CA,"['5910A W Sunset Blvd', 'Los Angeles, CA 90028']"
Sanamluang Cafe Hollywood,4.0,$$,"['delivery', 'pickup']",AyZUXwC5E-U6WInXGqcmcA,sanamluang-cafe-hollywood-los-angeles,https://s3-media3.fl.yelpcdn.com/bphoto/a_xW3QvcRFrNQ6NixMsSEw/o.jpg,False,https://www.yelp.com/biz/sanamluang-cafe-hollywood-los-angeles?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,1979,"[{'alias': 'thai', 'title': 'Thai'}]",13236608006.0,(323) 660-8006,4732.924463068517,34.1014312,-118.3029659,5176 Hollywood Blvd,,,Los Angeles,90027,US,CA,"['5176 Hollywood Blvd', 'Los Angeles, CA 90027']"
The Lobby,4.0,,[],z_ampU6A19D9ujGQs-X8aQ,the-lobby-los-angeles-3,https://s3-media2.fl.yelpcdn.com/bphoto/sGGG5HikHdassfbe3qTm3A/o.jpg,False,https://www.yelp.com/biz/the-lobby-los-angeles-3?adjust_creative=FvijjrsqB-7uyvXPT0HCUQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=FvijjrsqB-7uyvXPT0HCUQ,5,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'newamerican', 'title': 'New American'}]",13238561970.0,(323) 856-1970,4784.409786247945,34.10137,-118.34182,7000 Hollywood Blvd,,,Los Angeles,90028,US,CA,"['7000 Hollywood Blvd', 'Los Angeles, CA 90028']"
