Number,Name,Categories,Phone,Address,Rating,Rating Count
1664,Tamales Los Angeles,"Restaurants, Mexican Restaurants, Take Out Restaurants",(323) 263-2020,"710 N Eastern Ave, Los Angeles, CA 90022",rating not available/5,Review count not available
1665,Moo BBQ,"Restaurants, Barbecue Restaurants",(213) 365-9000,"3986 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
1666,Donghae Mak Guksu,"Restaurants, Korean Restaurants",(323) 465-1521,"210 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1667,Seorae Village Pork BBQ,"Restaurants, Barbecue Restaurants",(323) 378-6948,"203 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1668,Saikai Ramen Bar,"Restaurants, Asian Restaurants",(323) 378-6518,"209 N Western Ave Unit B, Los Angeles, CA 90004",rating not available/5,Review count not available
1669,Pho 2000 Restaurant,"Restaurants, Vietnamese Restaurants, Family Style Restaurants",(323) 461-5845,"215 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1670,AA Chinese Express,"Restaurants, Chinese Restaurants",(323) 233-3348,"5101 Avalon Blvd, Los Angeles, CA 90011",rating not available/5,Review count not available
1671,La Yimonae,"Restaurants, Chinese Restaurants, Family Style Restaurants",(323) 464-3211,"304 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1672,The Sit-Down,"Restaurants, Pizza, Italian Restaurants",(323) 644-9760,"4518 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,Review count not available
1673,Arado Japanese Restaurant,"Restaurants, Japanese Restaurants, Sushi Bars",(213) 387-1199,"4001 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
1674,Kuishimbo Restaurant,"Restaurants, Asian Restaurants, Japanese Restaurants",(213) 380-8055,"4001 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
1675,Arada,"Restaurants, Japanese Restaurants",(213) 381-2323,"4001 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
1676,CUP BOB,"Restaurants, Asian Restaurants",(213) 389-2818,"4003 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
1677,Huang BBQ and Seafood House,"Restaurants, Seafood Restaurants, Barbecue Restaurants",(323) 669-1180,"4806 Melrose Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1678,Bamboo Restaurant Inc,"Restaurants, Asian Restaurants",(323) 669-1180,"4806 Melrose Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1679,Bamboo Chinese Cuisine,"Restaurants, Chinese Restaurants, Caterers",(323) 669-2888,"4808 Melrose Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1680,Tanine Hotdog,"Restaurants, American Restaurants",(213) 718-4575,"4032 Wilshire Blvd, Los Angeles, CA 90010",rating not available/5,Review count not available
1681,Rice Garden,"Restaurants, Chinese Restaurants",(323) 343-6659,"5151 State University Dr # 301, Los Angeles, CA 90032",rating not available/5,Review count not available
1682,L&V's Wings & Things,"Restaurants, American Restaurants, Barbecue Restaurants",(323) 332-2230,"2734 N Eastern Ave, Los Angeles, CA 90032",rating not available/5,Review count not available
1683,China Express,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 234-7000,"5440 S Central Ave, Los Angeles, CA 90011",rating not available/5,Review count not available
1684,Antico Nuovo,"Restaurants, Italian Restaurants, Family Style Restaurants",(323) 510-3093,"4653 Beverly Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1685,Western Doma Noodles Apt 10,"Restaurants, Korean Restaurants, Asian Restaurants",(323) 871-1955,"429 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1686,Hwang Hae DO Korean BBQ,"Restaurants, Barbecue Restaurants",(323) 468-3839,"429 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1687,Wonjo Kokerang Agurang,"Restaurants, Korean Restaurants",(323) 467-2900,"474 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1688,Jae Bu DO,"Restaurants, Korean Restaurants, Asian Restaurants",(323) 467-2900,"474 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1689,Moon,"Restaurants, Barbecue Restaurants",(323) 465-6707,"478 N Western Ave, Los Angeles, CA 90004",rating not available/5,Review count not available
1690,Pescaderia,"Restaurants, Seafood Restaurants, Fish & Seafood Markets",(323) 231-6506,"5407 S Central Ave, Los Angeles, CA 90011",rating not available/5,Review count not available
1691,La Sirena Restaurant,"Restaurants, Mexican Restaurants, Latin American Restaurants",(323) 266-0278,"4226 E Olympic Blvd, Los Angeles, CA 90023",rating not available/5,Review count not available
1692,Saffy's,"Restaurants, American Restaurants",(424) 699-4845,"4845 Fountain Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1693,Spicy Bar B Q,"Restaurants, Barbecue Restaurants",(323) 663-4211,"5101 Santa Monica Blvd, Los Angeles, CA 90029",rating not available/5,Review count not available
1694,Sabor Latino Restaurant,"Restaurants, Latin American Restaurants, Mexican Restaurants",(323) 663-1100,"4908 Fountain Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1695,The Foodie Spot LA,"Restaurants, Barbecue Restaurants, Bars",(323) 897-5348,"5326 Avalon Blvd, Los Angeles, CA 90011",rating not available/5,Review count not available
1696,Ceritano's Ristorante,"Restaurants, Seafood Restaurants",(310) 595-1091,"428 N St Andrews Pl, Los Angeles, CA 90038",rating not available/5,Review count not available
1697,Hong Kong Express,"Restaurants, Chinese Restaurants",(323) 231-3888,"4333 S Vermont Ave, Los Angeles, CA 90037",rating not available/5,Review count not available
1698,Imperial Chopsticks,"Restaurants, Asian Restaurants",(323) 661-6647,"1549 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,Review count not available
1699,Olympic Cafe,"Restaurants, Coffee Shops, Take Out Restaurants",(323) 731-5405,"3728 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1700,Burger Factory Ii Inc,"Restaurants, Hamburgers & Hot Dogs, Take Out Restaurants",(323) 296-2519,"1358 W Martin Luther King Jr Blvd, Los Angeles, CA 90037",rating not available/5,Review count not available
1701,Ho Sai Kai Chinese Restaurant,"Restaurants, Chinese Restaurants, Family Style Restaurants",(323) 731-4143,"3723 S Western Ave, Los Angeles, CA 90018",rating not available/5,Review count not available
1702,David Restaurant Equipment & Services,"Restaurants, Family Style Restaurants",(323) 735-5275,"2516 W Washington Blvd, Los Angeles, CA 90018",rating not available/5,Review count not available
1703,Destino Restaurant,"Restaurants, Seafood Restaurants",(323) 795-0161,"3224 Venice Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1704,Ggiata Delicatessen,"Restaurants, Delicatessens, Italian Restaurants",(323) 798-5713,"5009 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
1705,Tub Tim Siam,"Restaurants, Thai Restaurants, Caterers",(323) 663-0050,"1806 1/2 Hillhurst Ave, Los Angeles, CA 90027",rating not available/5,Review count not available
1706,El Puerto Escondido,"Restaurants, Mexican Restaurants, Family Style Restaurants",(323) 909-1008,"3343 N Eastern Ave, Los Angeles, CA 90032",rating not available/5,Review count not available
1707,Tang,"Restaurants, Grocers-Ethnic Foods, Take Out Restaurants",(323) 934-5677,"954 S Norton Ave, Los Angeles, CA 90019",rating not available/5,Review count not available
1708,Korean Restaurant Tang,"Restaurants, Korean Restaurants",(323) 934-5677,"954 S Norton Ave, Los Angeles, CA 90019",rating not available/5,Review count not available
1709,Nam Won Gol,"Restaurants, Asian Restaurants, Korean Restaurants",(323) 733-5700,"3623 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1710,Alex Fish Market,"Restaurants, Seafood Restaurants, Fish & Seafood Markets",(323) 298-4515,"1451 W Martin Luther King Jr Blvd, Los Angeles, CA 90062",rating not available/5,Review count not available
1711,Los Alcatraces Restaurant,"Restaurants, American Restaurants, Delicatessens",(323) 733-1379,"3773 S Western Ave, Los Angeles, CA 90018",rating not available/5,Review count not available
1712,Restaurante & Pupuseria La Antorcha,"Restaurants, Family Style Restaurants",(323) 231-2460,"5303 S Main St, Los Angeles, CA 90037",rating not available/5,Review count not available
1713,Org Restaurants,"Restaurants, Family Style Restaurants",(541) 746-6000,"3061 Riverside Dr, Los Angeles, CA 90039",rating not available/5,Review count not available
1714,Olympic Noodle,"Restaurants, Asian Restaurants, Korean Restaurants",(323) 931-0007,"4008 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1715,Novacane Restaurant & Bar,"Restaurants, Family Style Restaurants",(323) 476-7771,"5812 S Santa Fe Ave, Los Angeles, CA 90058",rating not available/5,Review count not available
1716,Sun Ha Jang,"Restaurants, Korean Restaurants, Asian Restaurants",(323) 634-9292,"4032 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1717,El Jocoreno,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 462-1796,"910 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1718,Oi Asian Fusion,"Restaurants, Asian Restaurants, Japanese Restaurants",(213) 458-1945,"4734 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,Review count not available
1719,Restaurante Rositas,"Restaurants, Family Style Restaurants, Bakeries",(323) 733-7978,"3806 S Western Ave, Los Angeles, CA 90062",rating not available/5,Review count not available
1720,Sidewalk Grill,"Restaurants, Delicatessens, Caterers",(323) 669-3354,"1727 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,Review count not available
1721,Pattaya Thai Restaurant,"Restaurants, Thai Restaurants, Asian Restaurants",(323) 528-7368,"1727 N Vermont Ave Ste 105, Los Angeles, CA 90027",rating not available/5,Review count not available
1722,Vim Thai Restaurant,"Restaurants, Thai Restaurants, Chinese Restaurants",(323) 469-3009,"946 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1723,Restaurante Hermano Centro Americano,"Restaurants, Family Style Restaurants",(323) 734-9526,"3419 Venice Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1724,Kang Nam Restaurant,"Restaurants, Japanese Restaurants",(323) 937-1070,"4103 W Olympic Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1725,BBQ Pit Stop,"Restaurants, Barbecue Restaurants",(323) 232-5776,"5103 S Figueroa St, Los Angeles, CA 90037",rating not available/5,Review count not available
1726,Restaurante El Trebol,"Restaurants, Family Style Restaurants, Bakeries",(323) 731-6995,"3731 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1727,Tamales Liliana's,"Restaurants, Mexican Restaurants, Caterers",(323) 780-0989,"4629 E Cesar E Chavez Ave, Los Angeles, CA 90022",rating not available/5,Review count not available
1728,Pizza House,"Restaurants, Pizza, Italian Restaurants",(323) 663-4444,"5203 Fountain Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1729,La Cevicheria,"Restaurants, Seafood Restaurants, Latin American Restaurants",(323) 732-1253,"3809 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1730,Bamboo House,"Restaurants, Thai Restaurants, Seafood Restaurants",(323) 668-2437,"4852 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,Review count not available
1731,Bru,"Restaurants, American Restaurants",(323) 664-7500,"1866 N Vermont Ave, Los Angeles, CA 90027",rating not available/5,Review count not available
1732,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 871-0877,"1075 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1733,Climax Pizza Pasta House,"Restaurants, Pizza, Italian Restaurants",(323) 466-0826,"1075 N Western Ave, Los Angeles, CA 90029",rating not available/5,Review count not available
1734,Las Islitas,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 234-8007,"5875 Hooper Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1735,Kabobmaster BBQ Grills,"Restaurants, Barbecue Restaurants",(800) 309-3458,"3285 N San Fernando Rd, Los Angeles, CA 90065",rating not available/5,Review count not available
1736,El Buen Gusto Restaurant Family,"Restaurants, Spanish Restaurants, Family Style Restaurants",(323) 953-9032,"3140 Glendale Blvd, Los Angeles, CA 90039",rating not available/5,Review count not available
1737,Han Mi Jung,"Restaurants, Korean Restaurants",(323) 735-9200,"4100 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1738,Lupe's Burritos,"Restaurants, Mexican Restaurants, American Restaurants",(323) 266-6881,"4642 E 3rd St, Los Angeles, CA 90022",rating not available/5,Review count not available
1739,Blu Jam Cafe,"Restaurants, American Restaurants, Take Out Restaurants",(213) 270-1107,"3224 Glendale Blvd, Los Angeles, CA 90039",rating not available/5,Review count not available
1740,Bigmista's Barbecue,"Restaurants, Barbecue Restaurants, American Restaurants",(562) 423-4244,"3250 Glendale Blvd, Los Angeles, CA 90039",rating not available/5,Review count not available
1741,Ham Ji Park,"Restaurants, Barbecue Restaurants, Korean Restaurants",(323) 733-8333,"4135 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1742,Tam's Burgers,"Restaurants, Hamburgers & Hot Dogs, American Restaurants",(323) 290-9821,"4419 S Normandie Ave, Los Angeles, CA 90037",rating not available/5,Review count not available
1743,Journeymen Restaurant,"Restaurants, American Restaurants",(323) 284-8879,"3219 Glendale Blvd, Los Angeles, CA 90039",rating not available/5,Review count not available
1744,Big Mama's & Papa's Pizzeria,"Restaurants, Pizza, Take Out Restaurants",(323) 661-2929,"5055 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,Review count not available
1745,Panda Chinese Restaurant,"Restaurants, Family Style Restaurants",(323) 292-6974,"4032 S Western Ave, Los Angeles, CA 90062",rating not available/5,Review count not available
1746,China Beauty,"Restaurants, Chinese Restaurants, Family Style Restaurants",(323) 258-9666,"5465 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1747,Fanny's Restaurant,"Restaurants, Family Style Restaurants, Mexican Restaurants",(323) 478-7054,"5455 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1748,Laguna Seafood Ranch,"Restaurants, Seafood Restaurants",(323) 962-3056,"5637 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
1749,Little Ongpin,"Restaurants, Chinese Restaurants, Caterers",(323) 257-1342,"3756 W Avenue 40 Ste 1B, Los Angeles, CA 90065",rating not available/5,Review count not available
1750,The Grain Cafe,"Restaurants, American Restaurants, Coffee Shops",(323) 931-4034,"4222 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1751,Restaurante Hermano Centroamericano,"Restaurants, Mexican Restaurants, Latin American Restaurants",(323) 766-9380,"1905 8th Ave, Los Angeles, CA 90018",rating not available/5,Review count not available
1752,Amko Restaurant Funiture-Alarm Line,"Restaurants, Family Style Restaurants",(323) 846-8737,"901 E 61st St, Los Angeles, CA 90001",rating not available/5,Review count not available
1753,Las Ranas Cafe,"Restaurants, American Restaurants, Coffee Shops",(323) 224-0435,"5472 Valley Blvd, Los Angeles, CA 90032",rating not available/5,Review count not available
1754,Sam's Bagels,"Restaurants, Bagels, Caterers",(323) 469-1249,"154 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1755,Sushi Teriyaki,"Restaurants, Sushi Bars, Take Out Restaurants",(323) 266-0181,"215 S Mednik Ave, Los Angeles, CA 90022",rating not available/5,Review count not available
1756,BBQ Rice,"Restaurants, Barbecue Restaurants",(323) 645-7041,"5706 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
1757,Playas El Salvador Restaurant,"Restaurants, Family Style Restaurants, Caterers",(323) 737-5574,"4020 W Washington Blvd Ste 4, Los Angeles, CA 90018",rating not available/5,Review count not available
1758,Panda Wok,"Restaurants, Chinese Restaurants, Caterers",(323) 373-9888,"4016 W Washington Blvd, Los Angeles, CA 90018",rating not available/5,Review count not available
1759,La China Oaxaquena,"Restaurants, Chinese Restaurants",(323) 465-5586,"5710 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
1760,South Central Sfd,"Restaurants, Seafood Restaurants",(323) 233-2862,"717 E 61st St, Los Angeles, CA 90001",rating not available/5,Review count not available
1761,Prado Restaurant,"Restaurants, Family Style Restaurants, Italian Restaurants",(323) 467-3871,"244 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1762,Kiku Sushi,"Restaurants, Sushi Bars, Asian Restaurants",(323) 464-1323,"246 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1763,El Pulgarcito Restaurant,"Restaurants, Family Style Restaurants",(323) 870-5272,"1903 10th Ave, Los Angeles, CA 90018",rating not available/5,Review count not available
1764,Vernetti,"Restaurants, Italian Restaurants, Mediterranean Restaurants",(323) 798-5886,"225 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1765,J T Restaurant Grill,"Restaurants, Family Style Restaurants",(323) 466-0924,"5210 Beverly Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1766,Luby's,"Restaurants, Cafeterias, American Restaurants",(323) 962-2490,"301 N Larchmont Blvd, Los Angeles, CA 90004",rating not available/5,Review count not available
1767,Calimex Restaurant,"Restaurants, Family Style Restaurants",(323) 261-7271,"711 S Kern Ave, Los Angeles, CA 90022",rating not available/5,Review count not available
1768,Lupitas Lupitas,"Restaurants, Family Style Restaurants",(323) 584-0656,"1933 E Gage Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1769,Casa Noodle Teriyaki,"Restaurants, Japanese Restaurants, Asian Restaurants",(323) 232-8200,"5930 S Main St, Los Angeles, CA 90003",rating not available/5,Review count not available
1770,Little China Express,"Restaurants, Chinese Restaurants",(323) 225-5735,"5150 Huntington Dr S, Los Angeles, CA 90032",rating not available/5,Review count not available
1771,Hollywood Thai Restaurant,"Restaurants, Thai Restaurants, Bar & Grills",(323) 467-0926,"5241 Hollywood Blvd, Los Angeles, CA 90027",rating not available/5,Review count not available
1772,Chai Talay,"Restaurants, Family Style Restaurants",(323) 467-7228,"5802 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
1773,Cafe Birdie,"Restaurants, Mediterranean Restaurants, French Restaurants",(323) 739-6928,"5631 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1774,Thai Fantasy,"Restaurants, Thai Restaurants, Chinese Restaurants",(323) 257-0580,"5900 Monterey Rd, Los Angeles, CA 90042",rating not available/5,Review count not available
1775,Masons Dumpling Shop,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 999-7187,"5803 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1776,AhiPoki Bowl,"Restaurants, Seafood Restaurants",(323) 848-4467,"5553 W Sunset Blvd # 108, Los Angeles, CA 90028",rating not available/5,Review count not available
1777,Victors Square Restaurant,"Restaurants, Family Style Restaurants",(323) 464-0276,"1917 S Bronson Ave, Los Angeles, CA 90018",rating not available/5,Review count not available
1778,Alex Hamburgers,"Restaurants, American Restaurants, Brew Pubs",(323) 268-8156,"4767 E Olympic Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1779,Hippo,"Restaurants, American Restaurants, French Restaurants",(323) 545-3536,"5916 1/2 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1780,Triple Beam Pizza,"Restaurants, Pizza, Italian Restaurants",(323) 545-3534,"5918 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1781,Mariscos Olas Altas,"Restaurants, Mexican Restaurants, Bar & Grills",(323) 587-2505,"6606 S Central Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1782,The Little Cave,"Restaurants, Barbecue Restaurants, Bars",(323) 255-6871,"5922 N Figueroa St, Los Angeles, CA 90042",rating not available/5,Review count not available
1783,Pupuseria Jutiapa,"Restaurants, Family Style Restaurants",(323) 789-6612,"5701 S Vermont Ave, Los Angeles, CA 90037",rating not available/5,Review count not available
1784,Flor Blanca Pupuseria Restaurante,"Restaurants, Latin American Restaurants, Family Style Restaurants",(323) 291-5108,"4600 S Western Ave, Los Angeles, CA 90062",rating not available/5,Review count not available
1785,Leonardo's Restaurant,"Restaurants, Family Style Restaurants",(323) 582-1500,"6617 Wilson Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1786,Las Guanaquitas,"Restaurants, Family Style Restaurants, Caterers",(323) 753-4930,"6220 S Main St, Los Angeles, CA 90003",rating not available/5,Review count not available
1787,Dona Vicky's Restaurant & Meatmarket,"Restaurants, Family Style Restaurants",(213) 482-9202,"1263 West Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1788,Tom's Number 5 Chiliburgers,"Restaurants, American Restaurants, Mexican Restaurants",(323) 937-2489,"4497 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1789,Totos BBQ,"Restaurants, Barbecue Restaurants",(323) 259-9926,"4110 Verdugo Rd, Los Angeles, CA 90065",rating not available/5,Review count not available
1790,WaBa Grill,"Restaurants, Asian Restaurants, Japanese Restaurants",(323) 701-2245,"5527 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1791,Chifafoods,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 561-3084,"4374 Eagle Rock Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
1792,Las Islas Marias,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 753-7367,"6401 S San Pedro St, Los Angeles, CA 90003",rating not available/5,Review count not available
1793,China Kitchen,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 931-5013,"4511 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1794,Los Cunados,"Restaurants, Seafood Restaurants",(323) 753-6174,"6300 S Main St, Los Angeles, CA 90003",rating not available/5,Review count not available
1795,Patina Catering,"Restaurants, Family Style Restaurants, Caterers",(323) 467-4708,"5735 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
1796,Chinese Panda,"Restaurants, Chinese Restaurants",(323) 758-8118,"5834 S Vermont Ave, Los Angeles, CA 90044",rating not available/5,Review count not available
1797,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 565-3506,"1004 W Slauson Ave, Los Angeles, CA 90044",rating not available/5,Review count not available
1798,Bangkok Times USA,"Restaurants, Thai Restaurants, Asian Restaurants",(323) 871-0560,"5619 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1799,Catch 56,"Restaurants, Seafood Restaurants, Caterers",(323) 667-2777,"5615 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1800,Lemon Grass Vietnamese Restaurant,"Restaurants, Vietnamese Restaurants, Asian Restaurants",(323) 478-1678,"4411 Eagle Rock Blvd, Los Angeles, CA 90041",rating not available/5,Review count not available
1801,Pailin Thai Cuisine,"Restaurants, Thai Restaurants, Asian Restaurants",(323) 467-6775,"5621 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1802,Rodded,"Restaurants, Thai Restaurants, Chinese Restaurants",(323) 962-8382,"5623 Hollywood Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1803,Oh My Crab,"Restaurants, Seafood Restaurants, Creole & Cajun Restaurants",(323) 822-5002,"5820 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
1804,My Crab House,"Restaurants, Seafood Restaurants",(323) 822-5002,"5820 Melrose Ave, Los Angeles, CA 90038",rating not available/5,Review count not available
1805,Plant Power Fast Food,"Restaurants, American Restaurants, Take Out Restaurants",(323) 471-1550,"776 Vine St, Los Angeles, CA 90038",rating not available/5,Review count not available
1806,Tim's Kitchen,"Restaurants, Chinese Restaurants, Caterers",(323) 731-0769,"3125 W Jefferson Blvd, Los Angeles, CA 90018",rating not available/5,Review count not available
1807,Wow Bao,"Restaurants, Asian Restaurants, Chinese Restaurants",(323) 660-1559,"2920 Los Feliz Blvd, Los Angeles, CA 90039",rating not available/5,Review count not available
1808,Wolfie's Nashville Hot Chicken,"Restaurants, American Restaurants, Food Trucks",(323) 741-2747,"5050 York Blvd   Los Angeles   Ca 90042, Los Angeles, CA 90042",rating not available/5,Review count not available
1809,Johnny's West Adams,"Restaurants, American Restaurants, Delicatessens",(323) 840-3048,"4327 W Adams Blvd, Los Angeles, CA 90018",rating not available/5,Review count not available
1810,El Dorado Express,"Restaurants, Mexican Restaurants, Seafood Restaurants",(323) 264-8233,"5144 E Beverly Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1811,Oki Dog,"Restaurants, Hamburgers & Hot Dogs, Take Out Restaurants",(323) 938-4369,"4601 W Pico Blvd, Los Angeles, CA 90019",rating not available/5,Review count not available
1812,Joy,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 999-7642,"5100 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1813,Hong Kong Chinese Restaurant,"Restaurants, Chinese Restaurants, Caterers",(323) 269-8379,"5122 Whittier Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1814,El Chubasco Dos Restaurant,"Restaurants, Family Style Restaurants",(323) 258-9601,"5137 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1815,Sonny's Hideaway,"Restaurants, American Restaurants, Caterers",(323) 255-2000,"5137 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1816,Hoy-Ka Thai Noodle House,"Restaurants, Thai Restaurants, Family Style Restaurants",(323) 463-2979,"5908 W Sunset Blvd, Los Angeles, CA 90028",rating not available/5,Review count not available
1817,Panda Garden,"Restaurants, Chinese Restaurants",(323) 526-8707,"5161 Pomona Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1818,Dragon,"Restaurants, Chinese Restaurants",(323) 526-8707,"5161 Pomona Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1819,Teriroll,"Restaurants, Japanese Restaurants, Caterers",(323) 269-5000,"288 S Atlantic Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1820,Happy Family Restaurant,"Restaurants, Family Style Restaurants",(626) 282-8986,"500 S Atlantic Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1821,Progreso Meat Market & Restaurant,"Restaurants, Family Style Restaurants",(323) 751-8503,"6500 S Broadway, Los Angeles, CA 90003",rating not available/5,Review count not available
1822,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 268-3636,"701 S Atlantic Blvd, Los Angeles, CA 90022",rating not available/5,Review count not available
1823,Pho 75 Inc,"Restaurants, Vietnamese Restaurants, Asian Restaurants",(323) 384-1351,"5528 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1824,China In The Box,"Restaurants, Chinese Restaurants, Asian Restaurants",(323) 675-1100,"5528 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1825,Boa Steak House,"Restaurants, Steak Houses, Sushi Bars",(310) 278-2050,"1944 Buckingham Rd, Los Angeles, CA 90016",rating not available/5,Review count not available
1826,Restaurant,"Restaurants, Family Style Restaurants",(323) 455-0149,"6001 S Vermont Ave, Los Angeles, CA 90044",rating not available/5,Review count not available
1827,Reyna Fruit,"Restaurants, American Restaurants",(323) 979-5034,"5610 York Blvd, Los Angeles, CA 90042",rating not available/5,Review count not available
1828,Dragon Wok,"Restaurants, Chinese Restaurants",(323) 585-2833,"1457 E Florence Ave Ste 113, Los Angeles, CA 90001",rating not available/5,Review count not available
1829,Wing Street,"Restaurants, American Restaurants, Take Out Restaurants",(323) 582-9200,"1457 E Florence Ave, Los Angeles, CA 90001",rating not available/5,Review count not available
1830,Chef Marilyn's Queen of Southern Cuisine,"Restaurants, Creole & Cajun Restaurants, American Restaurants",(323) 737-8101,"2638 Crenshaw Blvd, Los Angeles, CA 90016",rating not available/5,Review count not available
1831,Yoshinoya,"Restaurants, Japanese Restaurants",(323) 472-6051,"6238 Santa Monica Blvd, Los Angeles, CA 90038",rating not available/5,Review count not available
